titulo;autor;isbn;paginas;ano;categoria
Uma Pergunta Por Dia Para Mães;Potter Style;9788551001615;368;2017;Ficção Geral
Como Se Tornar Um Campeão;Márcia Vieira;9788551001691;176;2017;Ficção Geral
Ruby;Cynthia Bond;9788551001202;352;2017;Ficção Geral
Ruby;Cynthia Bond;9788551001219;352;2017;Ficção Geral
Sprint;Jake Knapp;9788551001523;320;2017;Ficção Geral
Sprint - Livro Digital;Jake Knapp;9788551001530;288;2017;Ficção Geral
O Papa e Mussolini;David I. Kertzer;9788551000090;592;2017;Ficção Geral
Antes Que Eu Vá;Lauren Oliver;9788551001646;384;2017;Ficção Geral
Five Nights at Freddy's. Olhos Prateados;Scott Cawthon;9788551001462;368;2017;Ficção Geral
Agora e Para Sempre, Lara Jean;Jenny Han;9788551001981;304;2017;Ficção Geral
Tudo o que nunca contei; Celeste Ng;9788580579758;304;2017;Ficção Geral
Pequenas Grandes Mentiras;Liane Moriarty;9788580576801;438;2017;Ficção Geral
Bem-vindo à Vida Real;Christian McKay Heidicker;9788551001677;320;2017;Ficção Geral
Antes da Queda;Noah Hawley;9788551001127;365;2017;Ficção Geral
Breve história de sete assassinatos;Marlon James;9788551001790;736;2017;Suspense/Thriller
Piano Vermelho;Josh Malerman;9788551002063;320;2017;Ficção Geral
Apenas Uma Garota;Meredith Russo;9788551002018;240;2017;Ficção Geral
Em Busca de Abrigo;Jojo Moyes;9788551001066;320;2017;Ficção Geral
A Casa das Marés;Jojo Moyes;9788580579697;384;2017;Ficção Geral
Mitologia Nórdica;Neil Gaiman;9788551001295;288;2017;Fantasia
Excesso de Luz;Christian McKay Heidicker;9788551002056;40;2017;Ficção Geral
A Profecia das Sombras;Rick Riordan;9788551001714;336;2017;Ficção Geral
Razões para continuar vivo;Matt Haig;9788551001776;240;2017;Ficção Geral
Em Nome dos Pais;Matheus Leitão;9788551001592;448;2017;Ficção Geral
O Caminho da Porcelana;Edmund de Waal;9788551001417;384;2017;Ficção Geral
O Projeto Desfazer;Michael Lewis;9788551001899;368;2017;Ficção Geral
As Garotas;Emma Cline;9788551001356;336;2017;Ficção Geral
As Coisas que Perdemos no Fogo;Mariana Enriquez;9788551001448;192;2017;Ficção Geral
Por trás de seus olhos;Sarah Pinborough;9788551002209;352;2017;Ficção Geral
Eu Sei Onde Você Está;Claire Kendal;9788551001554;304;2017;Ficção Geral
Robô Selvagem;Peter Brown;9788551001943;288;2017;Ficção Científica
Robô Selvagem;Peter Brown;9788551001936;288;2017;Ficção Científica
Geekerela;Ashley Poston;9788551002148;384;2017;Ficção Geral
Hotel Valhala: Guia dos Mundos Nórdicos;Rick Riordan;9788551002308;160;2017;Ficção Geral
Hoje Vai Ser Diferente;Maria Semple;9788551002223;288;2017;Ficção Geral
Hoje Vai Ser Diferente;Maria Semple;9788551002230;253;2017;Ficção Geral
Até Que a Culpa Nos Separe;Liane Moriarty;9788551001929;464;2017;Ficção Geral
Mindhunter;Mark Olshaker;9788551001738;384;2017;Ficção Geral
Amor & Gelato;Jenna Evans Welch;9788551002346;320;2017;Romance
Fantasma;Jason Reynolds;9788551002339;208;2017;Horror
Fantasma;Jason Reynolds;9788551002322;208;2017;Horror
Amor & Gelato;Jenna Evans Welch;9788551002353;320;2017;Romance
Cidade dos Etéreos;Ransom Riggs;9788580578904;384;2017;Ficção Geral
As Mães;Brit Bennett;9788551001967;256;2017;Ficção Geral
As Mães;Brit Bennett;9788551001974;256;2017;Ficção Geral
Os 27 Crushes de Molly;Becky Albertalli;9788551002360;320;2017;Ficção Geral
Os 27 Crushes de Molly;Becky Albertalli;9788551002377;284;2017;Ficção Geral
O Navio das Noivas;Jojo Moyes;9788551000250;320;2017;Ficção Geral
Meu menino vadio: Histórias de um garoto autista e seu pai estranho;Luiz Fernando Vianna;9788551000953;208;2017;Ficção Histórica
Buracos Negros;Stephen Wawking;9788551001004;64;2017;Ficção Geral
O Árabe do Futuro;Riad Sattouf;9788551001837;152;2017;Ficção Científica
A Vida Que Enterramos;Allen Eskens;9788551002445;272;2017;Ficção Geral
A Vida Que Enterramos;Allen Eskens;9788551002452;272;2017;Ficção Geral
Como as Crianças Aprendem;Paul Tough;9788551002117;272;2017;Infantil
Como Ajudar as Crianças a Aprenderem;Paul Tough;9788551002124;128;2017;Infantil
As Upstarts;Brad Stone;9788551002087;384;2017;Ficção Geral
Meu livro. Eu que escrevi.;Raony Phillips;9788551002384;168;2017;Ficção Geral
A Grande Saída;Angus Deaton;9788551001813;336;2017;Ficção Geral
O Curso do Amor;Alain de Botton;9788551002162;256;2017;Romance
O Navio dos Mortos;Rick Riordan;9788551002476;368;2017;Ficção Geral
Mulheres Sem Nome;Martha Hall Kelly;9788551002551;496;2017;Ficção Geral
Tartarugas Até Lá Embaixo;John Green;9788551002001;272;2017;Ficção Geral
Cidade dos Etéreos;Ransom Riggs;9788551000380;320;2017;Ficção Geral
Box Para Todos os Garotos Que Já Amei;Jenny Han;9788551002049;928;2017;Ficção Geral
Um Mais Um;Jojo Moyes;9788580576559;320;2017;Ficção Geral
Frantumaglia;Elena Ferrante;9788551002261;416;2017;Ficção Geral
Os Piores Pirralhos do Mundo;David Walliams;9788551001950;272;2017;Ficção Geral
Leonardo da Vinci;Walter Isaacson;9788551002575;640;2017;Ficção Geral
O Ego é Seu Inimigo;Ryan Holiday;9788551002421;272;2017;Ficção Geral
Por uma Europa democrática;Stéphanie Hennette;9788551002247;96;2017;Ficção Geral
A Casa das Marés;Jojo Moyes;9788551002407;320;2017;Ficção Geral
Jogo de Espelhos;Cara Delevingne;9788551001097;304;2017;Ficção Geral
Destrua Este Diário;Keri Smith;9788551002469;224;2017;Ficção Geral
A Linha;Keri Smith;9788551002599;224;2017;Ficção Geral
As coisas que perdemos no fogo;Mariana Enriquez;9788551001455;192;2017;Ficção Geral
Nada Mais a Perder;Jojo Moyes;9788551000397;332;2017;Ficção Geral
Endurance;Scott Kelly;9788551002636;400;2017;Ficção Geral
O Lar da Srta. Peregrine Para Crianças Peculiares;Ransom Riggs;9788580576887;288;2017;Infantil
Vejo Você No Espaço;Jack Cheng;9788551002674;288;2017;Ficção Científica
Rejuvelhecer;Sergio Abramoff;9788551002537;240;2017;Ficção Geral
A Sutil Arte de Ligar o F*da-se;Mark Manson;9788551002490;224;2017;Ficção Geral
Biblioteca de Almas;Ransom Riggs;9788551000823;352;2017;Ficção Geral
Tartarugas Até Lá Embaixo;John Green;9788551002032;272;2017;Ficção Geral
Um Mais Um;Jojo Moyes;9788551002100;320;2017;Ficção Geral
O Touro Ferdinando;Munro Leaf;9788551002650;72;2017;Ficção Geral
Ordem Vermelha: Filhos da Degradação;Felipe Castilho;9788551002698;448;2017;Aventura
Amor & Gelato;Jenna Evans Welch;9788551002346;320;2017;Romance
Extraordinário;R. J. Palacio;9788551001349;352;2017;Ficção Geral
As Garotas;Emma Cline;9788551001363;336;2017;Ficção Geral
Cinquenta Tons de Liberdade - O Capítulo Final;E.L. James;9788551002766;544;2017;Distopia
Matéria Escura;Blake Crouch;9788551001233;352;2017;Ficção Geral
A Sutil Arte de Ligar o F*da-se;Mark Manson;9788551002506;224;2017;Ficção Geral
Não Se Enrola, Não;Isabela Freitas;9788551000410;176;2017;Ficção Geral
O livro dos Baltimore;Joël Dicker;nan;463;2017;Ficção Geral
Um amor incômodo;Elena Ferrante;9788551001387;176;2017;Romance
A Sutil Arte de Ligar o F*da-se;Mark Manson;nan;168;2017;Ficção Geral
O som do Amor - Edição Econômica;Jojo Moyes;9788551000434;256;2017;Romance
Paris para Um e Outros Contos;Jojo Moyes;9788580579680;192;2017;Ficção Geral
Agora e para sempre, Lara Jean;Jenny Han;9788551001998;304;2017;Ficção Geral
Mindhunter;Mark Olshaker;nan;431;2017;Ficção Geral
A profecia das sombras;Rick Riordan;9788551001721;336;2017;Ficção Geral
O navio dos mortos;Rick Riordan;9788551002483;368;2017;Ficção Geral
Leonardo da Vinci;Walter Isaacson;9788551002582;640;2017;Ficção Geral
Rejuvelhecer;Sergio Abramoff;9788551002544;240;2017;Ficção Geral
Paris para um e outros contos;Jojo Moyes;9788580579734;240;2017;Ficção Geral
Hotel Valhala: Guia dos mundos nórdicos;Rick Riordan;9788551002315;160;2017;Ficção Geral
Ordem Vermelha: Filhos da Degradação (Vol. 1);Felipe Castilho;9788551002704;448;2017;Aventura
Mindhunter;Mark Olshaker;9788551001745;384;2017;Ficção Geral
O Navio dos Mortos;Rick Riordan;nan;405;2017;Ficção Geral
Cidade dos Etéreos;Ransom Riggs;9788580578904;384;2016;Ficção Geral
P.S.: Ainda Amo Você;Jenny Han;9788580578690;304;2016;Ficção Geral
Sr. Tigre solto na selva;Peter Brown;9788580578584;48;2016;Ficção Geral
O nadador;Joakim Zander;9788580578638;320;2016;Ficção Geral
Vale-tudo da notícia;Nick Davies;9788580578744;480;2016;Ficção Geral
Depois de você;Jojo Moyes;9788580578645;320;2016;Ficção Geral
O Regresso;Michael Punke;9788580578591;272;2016;Ficção Geral
Trumbo;Bruce Cook;9788580578676;368;2016;Ficção Geral
A arte do descaso;Cristina Tardáguila;9788580578966;192;2016;Ficção Geral
Simon vs. a agenda Homo Sapiens;Becky Albertalli;9788580578928;272;2016;Ficção Geral
Uma vida no escuro;Anna Lyndsey;9788580578829;248;2016;Ficção Geral
O universo numa casca de noz;Stephen Hawking;9788580578881;224;2016;Ficção Geral
Um presente da Tiffany;Melissa Hill;9788580578713;336;2016;Ficção Geral
Tudo tem uma primeira vez;Viih Tube;9788580579130;224;2016;Ficção Geral
Os irmãos Tapper declaram guerra (um contra o outro);Geoff Rodkey;9788580578843;237;2016;Ficção Histórica
Todos Envolvidos;Ryan Gattis;9788580578102;382;2016;Ficção Geral
Uma chance de lutar; Elizabeth Warren;9788580578867;400;2016;Ficção Geral
Temporada de acidentes;Moïra Fowley-Doyle;9788580578942;256;2016;Ficção Geral
O Árabe do Futuro;Riad Sattouf;9788580578805;160;2016;Ficção Científica
Aceitação;Jeff VanderMeer;9788580578768;368;2016;Aventura
Orgulho e Preconceito e Zumbis; Seth Grahame-Smith;9788598078748;320;2016;Horror
Eu sou o peregrino;Terry Hayes;9788580578782;688;2016;Ficção Geral
O amor segundo Buenos Aires;Fernando Scheller;9788580579178;288;2016;Romance
Alucinadamente feliz;Jenny Lawson;9788580579314;352;2016;Ficção Geral
O mistério do mapa;Kory Merritt e Jack Chabert;9788580579017;112;2016;Suspense/Thriller
A agenda antiplanos;Keri Smith;9788580578126;96;2016;Ficção Geral
É isso Que Eu Faço - Uma Vida de Amor e Guerra;Lynsey Addario;9788580579222;352;2016;Romance
Solteirona - O Direito de Escolher a Própria Vida;Kate Bolick;9788580579048;320;2016;Ficção Geral
A arte do Descaso;Cristina Tardáguila;9788580578973;192;2016;Ficção Geral
Baía da Esperança;Jojo Moyes;9788580578737;301;2016;Ficção Geral
O Oráculo Oculto;Rick Riordan;9788580579284;320;2016;Ficção Geral
Cidade dos Etéreos;Ransom Riggs;9788580578911;384;2016;Ficção Geral
TED Talks;Chris Anderson;9788580579352;240;2016;Ficção Geral
Destinos e fúrias;Lauren Groff;9788580579147;368;2016;Ficção Geral
A Ditadura Acabada;Elio Gaspari;9788580579154;448;2016;Ficção Geral
Box Coleção Ditadura;Elio Gaspari;9788580579482;2612;2016;Ficção Geral
A Última Carta de Amor;Jojo Moyes;9788580579574;384;2016;Romance
Como eu era antes de você;Jojo Moyes;9788580579246;368;2016;Ficção Geral
Frank Einstein e o Turbocérebro;Jon Scieszka;9788580579079;192;2016;Ficção Geral
Os afetos;Rodrigo Hasbún;9788580579192;128;2016;Ficção Geral
Garoto 21;Matthew Quick;9788580579093;272;2016;Ficção Geral
Porcelain;Moby;9788580579253;416;2016;Ficção Geral
Como Mentir com Estatistica;Darrell Huff;9788580579529;160;2016;Ficção Geral
F de falcão;Helen Macdonald;9788580578140;288;2016;Ficção Geral
As Chamas do Paraíso;Robert Jordan;9788580579857;944;2016;Ficção Geral
Gentil como a gente;Fernanda Gentil;9788551000137;288;2016;Ficção Geral
Lugar Nenhum;Neil Gaiman;9788580578997;336;2016;Ficção Geral
Loney;Andrew Michael Hurley;9788580579376;304;2016;Ficção Geral
Liderança;Alex Ferguson com Michael Moritz;9788580579543;352;2016;Ficção Geral
A outra história;Tatiana de Rosnay;9788580579338;272;2016;Ficção Histórica
Welcome to Night Vale;Jeffrey Cranor;9788580579055;336;2016;Ficção Geral
No reino do gelo;Hampton Sides;9788580579550;472;2016;Fantasia
O Adulto;Gillian Flynn;9788580579451;64;2016;Ficção Geral
O navio das noivas;Jojo Moyes;9788580579956;384;2016;Ficção Geral
Pó de Lua nas noites em claro;Clarice Freire;9788551000267;208;2016;Ficção Geral
Nada Mais a Perder;Jojo Moyes;9788580579703;398;2016;Ficção Geral
Pax;Sara Pennypacker;9788551000229;288;2016;Ficção Geral
Como Mentir com Estatística;Darrell Huff;9788580579529;160;2016;Ficção Geral
O dia da morte de Denton Little;Lance Rubin;9788580579604;336;2016;Ficção Geral
Belgravia;Julian Fellowes;9788551000076;368;2016;Ficção Geral
O demônio na Cidade Branca;Erik Larson;9788551000038;448;2016;Ficção Geral
O tigre;John Vaillant;9788580579987;333;2016;Ficção Geral
Faca de Água;Paolo Bacigalupi;9788580579437;400;2016;Ficção Geral
Alerta de risco;Neil Gaiman;9788551000304;304;2016;Ficção Geral
Avanço;James Frey;9788551000281;107;2016;Ficção Geral
Box Os Heróis do Olimpo;Rick Riordan;9788580579505;2272;2016;Ficção Geral
Colheita;James Frey;9788551000618;86;2016;Ficção Geral
Baseado em fatos reais;Delphine de Vigan;9788580579390;256;2016;Ficção Geral
Biblioteca de Almas;Ransom Riggs;9788580579666;416;2016;Ficção Geral
Os Dois Terríveis ainda piores;Jory John e Mac Barnett;9788580579925;224;2016;Ficção Geral
Alerta Vermelho;Bill Browder;9788551000007;408;2016;Ficção Geral
Garra;Angela Duckworth;9788551000021;336;2016;Ficção Geral
As mil noites;E.K. Johnston;9788580579819;320;2016;Ficção Geral
Ilustre Poesia;Pedro Gabriel;9788551000625;224;2016;Ficção Geral
Como Eu Era Antes de Você;Jojo Moyes;9788580578157;318;2016;Ficção Geral
Depois de Você;Jojo Moyes;9788580578133;288;2016;Ficção Geral
Temporada de acidentes;Moïra Fowley-Doyle;9788580578942;252;2016;Ficção Geral
Os encontros;J. A. Hazeley e J. P. Morris;9788551000588;52;2016;Ficção Geral
O Hipster;J. A. Hazeley e J. P. Morris;9788551000489;52;2016;Ficção Geral
A ressaca;J. A. Hazeley e J. P. Morris;9788551000502;52;2016;Ficção Geral
Manual do usuário - O marido;J. A. Hazeley e J. P. Morris;9788551000465;52;2016;Ficção Geral
Manual do usuário - A esposa;J. A. Hazeley e J. P. Morris;9788551000441;52;2016;Ficção Geral
A grana;Cynthia D'Aprix Sweeney;9788551000052;336;2016;Ficção Geral
Contos peculiares;Ransom Riggs;9788551000533;208;2016;Ficção Geral
Os Arquivos Perdidos: O Despertar dos Legados;Pittacus Lore;9788551000830;89;2016;Ficção Geral
Como Eu Era Antes de Você;Jojo Moyes;9788580579246;320;2016;Ficção Geral
Legado;Hugh Howey;9788580579413;368;2016;Ficção Geral
O paradoxo do Chimpanzé;Prof. Steve Peters;9788551000113;268;2016;Ficção Geral
Fãs do impossível;Kate Scelsa;9788551000403;336;2016;Ficção Geral
Diário de um ladrão de oxigênio;Anônimo;9788551000595;160;2016;Ficção Geral
Nimona;Noelle Stevenson;9788580579024;272;2016;Ficção Geral
O Martelo de Thor;Rick Riordan;9788551000700;400;2016;Ficção Geral
Unidos somos um;Pittacus Lore;9788551000809;352;2016;Ficção Geral
Deuses americanos;Neil Gaiman;9788551000724;576;2016;Ficção Geral
Como matar a borboleta-azul;Monica de Bolle;9788551000762;272;2016;Ficção Geral
Não se enrola, não;Isabela Freitas;9788551000861;224;2016;Ficção Geral
A filha perdida;Elena Ferrante;9788551000328;176;2016;Ficção Geral
Uma noite na praia;Elena Ferrante;9788551000366;40;2016;Ficção Geral
A garota com a tribal nas costas;Amy Schumer;9788551000847;336;2016;Ficção Geral
O hotel na Place Vendôme;Tilar J. Mazzeo;9788551000182;288;2016;Ficção Geral
O guia essencial do vinho: Wine Folly;Madeline Puckette e Justin Hammack;9788551000243;240;2016;Ficção Geral
O Adulto;Gillian Flynn;9788580579451;64;2016;Ficção Geral
As Chamas do Paraíso;Robert Jordan;9788580579857;912;2016;Ficção Geral
Baseado em Fatos Reais;Delphine de Vigan;9788580579390;256;2016;Ficção Geral
Enquanto houver champanhe, há esperança;Joaquim Ferreira dos Santos;9788551000151;672;2016;Ficção Geral
O Som do Amor;Jojo Moyes;9788551000663;304;2016;Romance
A Química;Stephenie Meyer;9788551000908;496;2016;Ficção Geral
Baseado em fatos reais;Delphine de Vigan;9788580579420;256;2016;Ficção Geral
O cérebro adolescente;Dra. Frances E. Jensen com Amy Ellis Nutt;9788580579901;320;2016;Ficção Geral
Tony & Susan;Austin Wright;9788580570663;334;2016;Ficção Geral
Como mentir com estatística;Darrell Huff;9788580579536;160;2016;Ficção Geral
História da sua vida e outros contos; Ted Chiang;9788551000786;368;2016;Ficção Histórica
Sully;Chesley Sully Sullenberger com Jeffrey Zaslow;9788551000748;256;2016;Ficção Geral
O Lar da Srta. Peregrine para Crianças Peculiares;Ransom Riggs;9788551000687;352;2016;Infantil
Os Arquivos Perdidos: A Caça;Pittacus Lore;9788551000892;103;2016;Ficção Geral
Como Eu Era Antes de Você;Jojo Moyes;9788580573268;347;2016;Ficção Geral
Um presente da Tiffany;Melissa Hill;9788580578720;336;2016;Ficção Geral
O adulto;Gillian Flynn;9788580579468;64;2016;Ficção Geral
A Última Carta de Amor;Jojo Moyes;9788580579918;320;2016;Romance
Belgravia: O passado retorna (Capítulo 10);Julian Fellowes;9788580579833;41;2016;Ficção Histórica
Cinco Minutos;José de Alencar;9788580577860;43;2016;Ficção Geral
Cinquenta Tons de Cinza;E.L. James;9788580573923;416;2016;Ficção Geral
Grey;E.L. James;9788580578201;480;2016;Ficção Geral
Nimona;Noelle Stevenson;9788580579024;272;2016;Ficção Geral
Fantasma (e-Book);Jason Reynolds;9788551002339;124;2016;Horror
Contos Peculiares;Ransom Riggs;9788551000526;208;2016;Ficção Geral
O regresso;Michael Punke;9788580578607;0;2016;Ficção Geral
O regresso;Michael Punke;9788580578607;0;2016;Ficção Geral
A Ditadura Acabada;Elio Gaspari;9788580579154;448;2016;Ficção Geral
TED Talks: O guia oficial do TED para falar em público;Chris Anderson;9788580579369;240;2016;Ficção Geral
Depois de você;Jojo Moyes;9788580578645;320;2016;Ficção Geral
O martelo de Thor;Rick Riordan;9788551000717;400;2016;Ficção Geral
O Universo numa Casca de Noz - Editora Intrínseca;Stephen Hawking;9788580578898;224;2016;Ficção Geral
Box Coleção Ditadura;Elio Gaspari;9788580579499;0;2016;Ficção Geral
Com amor, Simon;Becky Albertalli;9788580578935;272;2016;Romance
Lugar nenhum;Neil Gaiman;9788580579000;336;2016;Ficção Geral
Trumbo;9788580578683;368;2016;;Ficção Geral
Linhagem zero;;9788580579307;83;2016;Ficção Geral
Alerta de Risco;Neil Gaiman;9788551000311;304;2016;Ficção Geral
Alucinadamente Feliz. Um Livro Engraçado Sobre Coisas Horríveis;Jenny Lawson;9788580579321;352;2016;Ficção Geral
O amor segundo Buenos Aires;Fernando Scheller;9788580579185;288;2016;Romance
Depois de você;Jojo Moyes;9788580578652;320;2016;Ficção Geral
A química;Stephenie Meyer;9788551000915;496;2016;Ficção Geral
Os afetos;Rodrigo Hasbún;9788580579208;128;2016;Ficção Geral
Belgravia;Julian Fellowes;nan;430;2016;Ficção Geral
O Martelo de Thor;Rick Riordan;nan;426;2016;Ficção Geral
Aceitação;Jeff VanderMeer;nan;333;2016;Aventura
Percy Jackson e os Deuses Gregos;Rick Riordan;9788580576337;336;2015;Ficção Geral
Sonhos Com Deuses e Monstros;Laini Taylor;9788580576375;560;2015;Horror
